"LoincNumber","ConsumerName"
"13322-3","Human Papilloma virus (HPV) IgM antibody, Blood"
"11083-3","Human Papilloma virus (HPV) test, Cervix"
"11481-9","Human Papilloma virus (HPV) test, Specimen"
"44550-2","Human Papilloma virus (HPV), Cervix"
"6514-4","Human Papilloma virus (HPV), Genital specimen"
"91852-4","Human Papilloma virus (HPV), Genital specimen"
"16280-0","Human Papilloma virus (HPV), Specimen"
"44547-8","Human Papilloma virus (HPV), Specimen"
"49891-5","Human Papilloma virus (HPV), Specimen"
"6516-9","Human Papilloma virus (HPV), Specimen"
"44551-0","Human Papilloma virus (HPV), Tissue"
"6515-1","Human Papilloma virus (HPV), Tissue"
"86564-2","Human Papilloma virus (HPV), Tissue"
"44545-2","Human Papilloma virus (HPV), Urethra"
"44548-6","Human Papilloma virus (HPV), Urethra"
"44546-0","Human Papilloma virus (HPV), Vaginal fluid"
"44549-4","Human Papilloma virus (HPV), Vaginal fluid"
"62373-6","Human Reference Assembly Release, UCSC Version, Blood or tissue specimen"
"62374-4","Human reference sequence assembly and build, Blood or tissue specimen"
"81326-1","Human RNase P, Respiratory"
"68993-5","Human RNase P, Specimen"
"86316-7","Human RNase P, Specimen"
"48227-3","Human serum albumin triggered leukotriene release, White blood cells"
"54003-9","Human upstream binding factor antibody, Blood"
"54004-7","Human upstream binding factor antibody, Blood"
"82417-7","Human upstream binding factor antibody, Blood"
"82418-5","Human upstream binding factor antibody, Blood"
"69956-1","Human upstream binding factor IgG antibody, Blood"
"88038-5","Hy antibody, Blood"
"92503-2","Hy antigen inferred, Blood or tissue specimen"
"92541-2","Hy antigen inferred, Donor Blood or tissue specimen"
"68968-7","Hy sup(a) antibody, Blood"
"35302-9","HYAL1 gene variant analysis, Blood or tissue specimen"
"50231-0","Hyaline casts, Urine"
"51484-4","Hyaline casts, Urine"
"25162-9","Hyaline casts, Urine sediment"
"33223-9","Hyaline casts, Urine sediment"
"46135-0","Hyaline casts, Urine sediment"
"5796-8","Hyaline casts, Urine sediment"
"88966-7","Hyaline casts, Urine sediment"
"44382-0","Hyaline casts.broad, Urine sediment"
"99885-6","Hyaline-granular casts, Urine sediment"
"99886-4","Hyaline-granular casts, Urine sediment"
"99887-2","Hyaline-granular casts, Urine sediment"
"12736-5","Hyaluronate, Blood"
"29240-9","Hyaluronate, Body fluid"
"56601-8","Hyaluronate, Peritoneal fluid"
"44383-8","Hyaluronate, Pleural fluid"
"51706-0","Hyaluronate, Pleural fluid"
"10903-3","Hyaluronidase antibody, Blood"
"31435-1","Hyaluronidase antibody, Blood"
"32622-3","Hyaluronidase antibody, Blood"
"79496-6","Hydantoin-5-propionate, Blood"
"79481-8","Hydantoin-5-propionate/Creatinine, Urine"
"10683-1","Hydatid cyst test, Aspirate"
"18306-1","Hydatid cyst test, Aspirate"
"10684-9","Hydatid cyst test, Liver"
"10685-6","Hydatid cyst test, Lung tissue"
"11474-4","Hydatid cyst test, Specimen"
"73355-0","hydrALAZINE induced platelet IgG, Blood"
"73354-3","hydrALAZINE induced platelet IgM, Blood"
"11237-5","hydrALAZINE, Blood"
"12336-4","hydrALAZINE, Blood"
"16983-9","hydrALAZINE, Urine"
"34632-0","hydrALAZINE, Urine"
"27160-1","Hydrastine, Blood"
"16984-7","Hydrastine, Urine"
"38602-9","Hydrazine, Air"
"35582-6","Hydrazine, Blood"
"35583-4","Hydrazine/Creatinine, Urine"
"35576-8","Hydrocarbon and Oxygenated volatiles panel, Blood"
"16335-2","Hydrocarbons aliphatic, Blood"
"12993-2","Hydrocarbons.chlorinated, Blood"
"24422-8","Hydrocarbons.chlorinated, Specimen"
"13004-7","Hydrocarbons.halogenated.volatile, Blood"
"4275-4","hydroCHLOROthiazide dose"
"73012-7","hydroCHLOROthiazide induced neutrophil IgG, Blood"
"73011-9","hydroCHLOROthiazide induced neutrophil IgM, Blood"
"73353-5","hydroCHLOROthiazide induced platelet IgG, Blood"
"73352-7","hydroCHLOROthiazide induced platelet IgM, Blood"
"3675-6","hydroCHLOROthiazide, Blood"
"44552-8","hydroCHLOROthiazide, Blood"
"55541-7","hydroCHLOROthiazide, Blood"
"3676-4","hydroCHLOROthiazide, Urine"
"3677-2","hydroCHLOROthiazide, Urine"
"3678-0","hydroCHLOROthiazide, Urine"
"44384-6","hydroCHLOROthiazide, Urine"
"73351-9","hydroCHLOROthiazide+Losartan induced platelet IgG, Blood"
"73350-1","hydroCHLOROthiazide+Losartan induced platelet IgM, Blood"
"78769-7","HYDROcodone Adjusted for Lean Body Mass+Urine Creatinine, Urine"
"74760-0","HYDROcodone and Metabolites panel, Urine"
"79261-4","HYDROcodone cutoff, Saliva"
"19484-5","HYDROcodone cutoff, Urine"
"19485-2","HYDROcodone cutoff, Urine"
"4276-2","HYDROcodone dose"
"73349-3","HYDROcodone induced platelet IgG, Blood"
"73348-5","HYDROcodone induced platelet IgM, Blood"
"3679-8","HYDROcodone, Blood"
"3680-6","HYDROcodone, Blood"
"86229-2","HYDROcodone, Blood"
"26719-5","HYDROcodone, Hair"
"26863-1","HYDROcodone, Meconium"
"57981-3","HYDROcodone, Meconium"
"68544-6","HYDROcodone, Meconium"
"72753-7","HYDROcodone, Saliva"
"74644-6","HYDROcodone, Saliva"
"32080-4","HYDROcodone, Specimen"
"57861-7","HYDROcodone, Specimen"
"40634-8","HYDROcodone, Stomach fluid"
"12308-3","HYDROcodone, Urine"
"16252-9","HYDROcodone, Urine"
"19482-9","HYDROcodone, Urine"
"19483-7","HYDROcodone, Urine"
"3681-4","HYDROcodone, Urine"
"78830-7","HYDROcodone, Urine"
"58393-0","HYDROcodone/Creatinine, Urine"
"73347-7","HYDROcodone+Acetaminophen induced platelet IgG, Blood"
"73346-9","HYDROcodone+Acetaminophen induced platelet IgM, Blood"
"73345-1","HYDROcodone+Chlorpheniramine induced platelet IgG, Blood"
"73344-4","HYDROcodone+Chlorpheniramine induced platelet IgM, Blood"
"18232-9","Hydrocorticosterone, Urine"
"9411-0","Hydrocorticosterone, Urine"
"73342-8","Hydrocortisone induced platelet IgG, Blood"
"73343-6","Hydrocortisone induced platelet IgM, Blood"
"57862-5","Hydrocortisone, Specimen"
"42918-3","Hydroflumethiazide, Blood"
"40469-9","Hydroflumethiazide, Urine"
"44385-3","Hydroflumethiazide, Urine"
"9649-5","Hydroflumethiazide, Urine"
"38743-1","Hydrogen chloride, Air"
"38744-9","Hydrogen fluoride, Air"
"35748-3","Hydrogen ion Adjusted to Patient's Actual Temperature, Blood"
"50860-6","Hydrogen ion, Arterial cord blood"
"35747-5","Hydrogen ion, Blood"
"50861-4","Hydrogen ion, Blood"
"50863-0","Hydrogen ion, Blood"
"50864-8","Hydrogen ion, Blood"
"50865-5","Hydrogen ion, Blood"
"53143-4","Hydrogen ion, Blood"
"50858-0","Hydrogen ion, Cord Blood"
"50862-2","Hydrogen ion, Cord blood"
"50859-8","Hydrogen ion, Venous cord blood"
"38603-7","Hydrogen sulfide, Air"
"2438-0","Hydrogen sulfide, Blood"
"29283-9","Hydrogen sulfide, Blood"
"29292-0","Hydrogen sulfide, Blood"
"93983-5","Hydrogen/Expired Gas - 1 hr after carbohydrate, Exhaled gas"
"50001-7","Hydrogen/Expired Gas - 1 hr after challenge, Exhaled gas"
"60229-2","Hydrogen/Expired Gas - 1 hr after fructose by mouth, Exhaled gas"
"16986-2","Hydrogen/Expired Gas - 1 hr after glucose, Exhaled gas"
"33492-0","Hydrogen/Expired Gas - 1 hr after lactose by mouth, Exhaled gas"
"56932-7","Hydrogen/Expired Gas - 1 hr after lactulose, Exhaled gas"
"53755-5","Hydrogen/Expired Gas - 1.25 hr after challenge, Exhaled gas"
"60235-9","Hydrogen/Expired Gas - 1.25 hr after lactose by mouth, Exhaled gas"
"93982-7","Hydrogen/Expired Gas - 1.5 hr after carbohydrate, Exhaled gas"
"50002-5","Hydrogen/Expired Gas - 1.5 hr after challenge, Exhaled gas"
"60228-4","Hydrogen/Expired Gas - 1.5 hr after fructose by mouth, Exhaled gas"
"16985-4","Hydrogen/Expired Gas - 1.5 hr after glucose, Exhaled gas"
"33493-8","Hydrogen/Expired Gas - 1.5 hr after lactose by mouth, Exhaled gas"
"56936-8","Hydrogen/Expired Gas - 1.5 hr after lactulose, Exhaled gas"
"53752-2","Hydrogen/Expired Gas - 1.75 hr after challenge, Exhaled gas"
"60234-2","Hydrogen/Expired Gas - 1.75 hr after lactose by mouth, Exhaled gas"
"88439-5","Hydrogen/Expired Gas - 10 min after fructose by mouth, Exhaled gas"
"88440-3","Hydrogen/Expired Gas - 10 min after lactose by mouth, Exhaled gas"
"93986-8","Hydrogen/Expired Gas - 15 min after carbohydrate, Exhaled gas"
"53750-6","Hydrogen/Expired Gas - 15 min after challenge, Exhaled gas"
"48613-4","Hydrogen/Expired Gas - 15 min after lactose by mouth, Exhaled gas"
"93981-9","Hydrogen/Expired Gas - 2 hr after carbohydrate, Exhaled gas"
"50003-3","Hydrogen/Expired Gas - 2 hr after challenge, Exhaled gas"
"60227-6","Hydrogen/Expired Gas - 2 hr after fructose by mouth, Exhaled gas"
"16988-8","Hydrogen/Expired Gas - 2 hr after glucose, Exhaled gas"
"33494-6","Hydrogen/Expired Gas - 2 hr after lactose by mouth, Exhaled gas"
"56933-5","Hydrogen/Expired Gas - 2 hr after lactulose, Exhaled gas"
"53753-0","Hydrogen/Expired Gas - 2.25 hr after challenge, Exhaled gas"
"60233-4","Hydrogen/Expired Gas - 2.25 hr after lactose by mouth, Exhaled gas"
"50013-2","Hydrogen/Expired Gas - 2.5 hr after challenge, Exhaled gas"
"60226-8","Hydrogen/Expired Gas - 2.5 hr after fructose by mouth, Exhaled gas"
"16987-0","Hydrogen/Expired Gas - 2.5 hr after glucose, Exhaled gas"
"33495-3","Hydrogen/Expired Gas - 2.5 hr after lactose by mouth, Exhaled gas"
"56934-3","Hydrogen/Expired Gas - 2.5 hr after lactulose, Exhaled gas"
"53751-4","Hydrogen/Expired Gas - 2.75 hr after challenge, Exhaled gas"
"60232-6","Hydrogen/Expired Gas - 2.75 hr after lactose by mouth, Exhaled gas"
"88441-1","Hydrogen/Expired Gas - 20 min after fructose by mouth, Exhaled gas"
"88446-0","Hydrogen/Expired Gas - 20 min after lactose by mouth, Exhaled gas"
"50004-1","Hydrogen/Expired Gas - 3 hr after challenge, Exhaled gas"
"60225-0","Hydrogen/Expired Gas - 3 hr after fructose by mouth, Exhaled gas"
"16990-4","Hydrogen/Expired Gas - 3 hr after glucose, Exhaled gas"
"33496-1","Hydrogen/Expired Gas - 3 hr after lactose by mouth, Exhaled gas"
"57018-4","Hydrogen/Expired Gas - 3 hr after lactulose, Exhaled gas"
"50613-9","Hydrogen/Expired Gas - 3.5 hr after challenge, Exhaled gas"
"16989-6","Hydrogen/Expired Gas - 3.5 hr after glucose, Exhaled gas"
"56935-0","Hydrogen/Expired Gas - 3.5 hr after lactose, Exhaled gas"
"93985-0","Hydrogen/Expired Gas - 30 min after carbohydrate, Exhaled gas"
"50000-9","Hydrogen/Expired Gas - 30 min after challenge, Exhaled gas"
"60230-0","Hydrogen/Expired Gas - 30 min after fructose by mouth, Exhaled gas"
"56937-6","Hydrogen/Expired Gas - 30 min after glucose, Exhaled gas"
"33491-2","Hydrogen/Expired Gas - 30 min after lactose by mouth, Exhaled gas"
"56938-4","Hydrogen/Expired Gas - 30 min after lactulose, Exhaled gas"
"50606-3","Hydrogen/Expired Gas - 4 hr after challenge, Exhaled gas"
"16992-0","Hydrogen/Expired Gas - 4 hr after glucose, Exhaled gas"
"50614-7","Hydrogen/Expired Gas - 4.5 hr after challenge, Exhaled gas"
"16991-2","Hydrogen/Expired Gas - 4.5 hr after glucose, Exhaled gas"
"88443-7","Hydrogen/Expired Gas - 40 min after fructose by mouth, Exhaled gas"
"88442-9","Hydrogen/Expired Gas - 40 min after lactose by mouth, Exhaled gas"
"93984-3","Hydrogen/Expired Gas - 45 min after carbohydrate, Exhaled gas"
"53754-8","Hydrogen/Expired Gas - 45 min after challenge, Exhaled gas"
"48612-6","Hydrogen/Expired Gas - 45 min after lactose by mouth, Exhaled gas"
"50615-4","Hydrogen/Expired Gas - 5 hr after challenge, Exhaled gas"
"16994-6","Hydrogen/Expired Gas - 5 hr after glucose, Exhaled gas"
"50616-2","Hydrogen/Expired Gas - 5.5 hr after challenge, Exhaled gas"
"16993-8","Hydrogen/Expired Gas - 5.5 hr after glucose, Exhaled gas"
"88444-5","Hydrogen/Expired Gas - 50 min after fructose by mouth, Exhaled gas"
"88445-2","Hydrogen/Expired Gas - 50 min after lactose by mouth, Exhaled gas"
"50617-0","Hydrogen/Expired Gas - 6 hr after challenge, Exhaled gas"
"16995-3","Hydrogen/Expired Gas - 6 hr after glucose, Exhaled gas"
"46433-9","Hydrogen/Expired Gas - after 10 g Lactulose by mouth, Exhaled gas"
"2437-2","Hydrogen/Expired Gas - after 50 g glucose by mouth, Exhaled gas"
"46432-1","Hydrogen/Expired Gas - after 50 g lactose by mouth, Exhaled gas"
"93988-4","Hydrogen/Expired Gas - after carbohydrate, Exhaled gas"
"33471-4","Hydrogen/Expired Gas - after challenge, Exhaled gas"
"16997-9","Hydrogen/Expired Gas - after dose glucose, Exhaled gas"
"93987-6","Hydrogen/Expired Gas - before carbohydrate, Exhaled gas"
"50605-5","Hydrogen/Expired Gas - before challenge, Exhaled gas"
"60231-8","Hydrogen/Expired Gas - before dose fructose by mouth, Exhaled gas"
"16996-1","Hydrogen/Expired Gas - before dose glucose, Exhaled gas"
"33490-4","Hydrogen/Expired Gas - before dose lactose by mouth, Exhaled gas"
"56931-9","Hydrogen/Expired Gas - before dose lactulose, Exhaled gas"
"33505-9","Hydrogen+Methane/Expired Gas - 1 hr after lactose by mouth, Exhaled gas"
"33502-6","Hydrogen+Methane/Expired Gas - 1.5 hr after lactose by mouth, Exhaled gas"
"33503-4","Hydrogen+Methane/Expired Gas - 2 hr after lactose by mouth, Exhaled gas"
"33506-7","Hydrogen+Methane/Expired Gas - 2.5 hr after lactose by mouth, Exhaled gas"
"33489-6","Hydrogen+Methane/Expired Gas - 3 hr after lactose by mouth, Exhaled gas"
"33501-8","Hydrogen+Methane/Expired Gas - 30 min after lactose by mouth, Exhaled gas"
"33504-2","Hydrogen+Methane/Expired Gas - before dose lactose by mouth, Exhaled gas"
"77770-6","HYDROmorphone cutoff, Saliva"
"19487-8","HYDROmorphone cutoff, Urine"
"19488-6","HYDROmorphone cutoff, Urine"
"4223-4","HYDROmorphone dose"
"4277-0","HYDROmorphone dose"
"73341-0","HYDROmorphone induced platelet IgG, Blood"
"73340-2","HYDROmorphone induced platelet IgM, Blood"
"3682-2","HYDROmorphone, Blood"
"3683-0","HYDROmorphone, Blood"
"86230-0","HYDROmorphone, Blood"
"26718-7","HYDROmorphone, Hair"
"26862-3","HYDROmorphone, Meconium"
"57982-1","HYDROmorphone, Meconium"
"68541-2","HYDROmorphone, Meconium"
"72733-9","HYDROmorphone, Saliva"
"74645-3","HYDROmorphone, Saliva"
"32081-2","HYDROmorphone, Specimen"
"57863-3","HYDROmorphone, Specimen"
"40369-1","HYDROmorphone, Stomach fluid"
"74380-7","HYDROmorphone, Unknown substance"
"16998-7","HYDROmorphone, Urine"
"18473-9","HYDROmorphone, Urine"
"19486-0","HYDROmorphone, Urine"
"9834-3","HYDROmorphone, Urine"
"9835-0","HYDROmorphone, Urine"
"58394-8","HYDROmorphone/Creatinine, Urine"
"89309-9","Hydromorphone-3-glucuronide, Urine"
"38604-5","Hydroquinone, Air"
"16999-5","Hydroquinone, Urine"
"2440-6","Hydroxocobalamin, Blood"
"55881-7","Hydroxocobalamin, Blood"
"55882-5","Hydroxocobalamin, Body fluid"
"55883-3","Hydroxocobalamin, Body fluid"
"55884-1","Hydroxocobalamin, Urine"
"55885-8","Hydroxocobalamin, Urine"
"19491-0","Hydroxyalprazolam cutoff, Urine"
"19492-8","Hydroxyalprazolam cutoff, Urine"
"16186-9","Hydroxyalprazolam, Stool"
"11238-3","Hydroxyalprazolam, Urine"
"19489-4","Hydroxyalprazolam, Urine"
"19490-2","Hydroxyalprazolam, Urine"
"20500-5","Hydroxyalprazolam, Urine"
"20531-0","Hydroxyalprazolam, Urine"
"81622-3","Hydroxyapatite, Urine"
"90467-2","Hydroxyaripiprazole, Urine"
"90468-0","Hydroxyaripiprazole, Urine"
"78832-3","Hydroxybupropion cutoff, Urine"
"55542-5","Hydroxybupropion, Blood"
"60083-3","Hydroxybupropion, Blood"
"9418-5","Hydroxybupropion, Blood"
"94291-2","Hydroxybupropion, Blood"
"60084-1","Hydroxybupropion, Body fluid"
"60085-8","Hydroxybupropion, Tissue"
"60086-6","Hydroxybupropion, Urine"
"78831-5","Hydroxybupropion, Urine"
"89992-2","Hydroxybupropion, Urine"
"2439-8","Hydroxycalcidiol, Blood"
"4278-8","Hydroxychloroquine dose"
"74986-1","Hydroxychloroquine trough, Blood"
"3684-8","Hydroxychloroquine, Blood"
"55543-3","Hydroxychloroquine, Blood"
"95921-3","Hydroxychloroquine, Blood"
"27268-2","Hydroxydecanedioate, Urine"
"13761-2","Hydroxydecanedioate/Creatinine, Urine"
"25108-2","Hydroxydecanedioate/Creatinine, Urine"
"49906-1","Hydroxydecanedioate/Creatinine, Urine"
"35581-8","Hydroxyethyl valine, Blood"
"19495-1","Hydroxyethylflurazepam cutoff, Urine"
"19496-9","Hydroxyethylflurazepam cutoff, Urine"
"16245-3","Hydroxyethylflurazepam, Blood"
"32648-8","Hydroxyethylflurazepam, Blood"
"59682-5","Hydroxyethylflurazepam, Blood"
"59683-3","Hydroxyethylflurazepam, Blood"
"59684-1","Hydroxyethylflurazepam, Body fluid"
"59685-8","Hydroxyethylflurazepam, Body fluid"
"26836-7","Hydroxyethylflurazepam, Hair"
"26936-5","Hydroxyethylflurazepam, Meconium"
"59686-6","Hydroxyethylflurazepam, Meconium"
"48953-4","Hydroxyethylflurazepam, Specimen"
"12604-5","Hydroxyethylflurazepam, Stool"
"27247-6","Hydroxyethylflurazepam, Stool"
"59687-4","Hydroxyethylflurazepam, Stool"
"59688-2","Hydroxyethylflurazepam, Tissue"
"59689-0","Hydroxyethylflurazepam, Tissue"
"12602-9","Hydroxyethylflurazepam, Urine"
"19493-6","Hydroxyethylflurazepam, Urine"
"19494-4","Hydroxyethylflurazepam, Urine"
"20532-8","Hydroxyethylflurazepam, Urine"
"92673-3","Hydroxyglutarates and Glutarate and Ethylmalonate and Methylsuccinate panel, Blood"
"92672-5","Hydroxyglutarates and Glutarate and Ethylmalonate and Methylsuccinate panel, Dried blood spot"
"18337-6","Hydroxyitraconazole, Blood"
"44553-6","Hydroxyitraconazole, Blood"
"78834-9","Hydroxylurasidone cutoff, Urine"
"78833-1","Hydroxylurasidone, Urine"
"13400-7","Hydroxylysine, Amniotic fluid"
"27195-7","Hydroxylysine, Amniotic fluid"
"2441-4","Hydroxylysine, Blood"
"2442-2","Hydroxylysine, Blood"
"26610-6","Hydroxylysine, Blood"
"56034-2","Hydroxylysine, Body fluid"
"54303-3","Hydroxylysine, Dried blood spot"
"55891-6","Hydroxylysine, Hair"
"13373-6","Hydroxylysine, Spinal fluid"
"26595-9","Hydroxylysine, Spinal fluid"
"17000-1","Hydroxylysine, Urine"
"2443-0","Hydroxylysine, Urine"
"25443-3","Hydroxylysine, Urine"
"25932-5","Hydroxylysine, Urine"
"27291-4","Hydroxylysine, Urine"
"6885-8","Hydroxylysine, Urine"
"13762-0","Hydroxylysine/Creatinine, Urine"
"25109-0","Hydroxylysine/Creatinine, Urine"
"25933-3","Hydroxylysine/Creatinine, Urine"
"30050-9","Hydroxylysine/Creatinine, Urine"
"56684-4","Hydroxylysine/Creatinine, Urine"
"55890-8","Hydroxylysine/Total Amino Acids, Hair"
"4279-6","Hydroxymethoxyphenamine dose"
"3685-5","Hydroxymethoxyphenamine, Urine"
"74295-7","Hydroxymethylglutaryl coA lyase deficiency, Dried blood spot"
"2444-8","Hydroxymethylglutaryl coA lyase, Blood"
"42538-9","Hydroxyperhexiline, Blood"
"42539-7","Hydroxyperhexiline/Perhexiline, Blood"
"74880-6","Hydroxyproline after Therapeutic Diet, Dried blood spot"
"13401-5","Hydroxyproline, Amniotic fluid"
"27181-7","Hydroxyproline, Amniotic fluid"
"20647-4","Hydroxyproline, Blood"
"2445-5","Hydroxyproline, Blood"
"2446-3","Hydroxyproline, Blood"
"32249-5","Hydroxyproline, Body fluid"
"47651-5","Hydroxyproline, Dried blood spot"
"13374-4","Hydroxyproline, Spinal fluid"
"26596-7","Hydroxyproline, Spinal fluid"
"11049-4","Hydroxyproline, Urine"
"12720-9","Hydroxyproline, Urine"
"14785-0","Hydroxyproline, Urine"
"17001-9","Hydroxyproline, Urine"
"2447-1","Hydroxyproline, Urine"
"2451-3","Hydroxyproline, Urine"
"25934-1","Hydroxyproline, Urine"
"26740-1","Hydroxyproline, Urine"
"26810-2","Hydroxyproline, Urine"
"59392-1","Hydroxyproline, Urine"
"6710-8","Hydroxyproline, Urine"
"32250-3","Hydroxyproline, Vitreous fluid"
"13763-8","Hydroxyproline/Creatinine, Urine"
"13996-4","Hydroxyproline/Creatinine, Urine"
"25110-8","Hydroxyproline/Creatinine, Urine"
"25935-8","Hydroxyproline/Creatinine, Urine"
"28601-3","Hydroxyproline/Creatinine, Urine"
"44386-1","Hydroxyproline/Creatinine, Urine"
"56939-2","Hydroxyproline/Creatinine, Urine"
"59383-0","Hydroxyproline/Creatinine, Urine"
"20535-1","Hydroxytriazolam cutoff, Urine"
"20536-9","Hydroxytriazolam cutoff, Urine"
"17002-7","Hydroxytriazolam, Blood"
"32649-6","Hydroxytriazolam, Blood"
"59690-8","Hydroxytriazolam, Blood"
"59691-6","Hydroxytriazolam, Blood"
"59692-4","Hydroxytriazolam, Body fluid"
"59693-2","Hydroxytriazolam, Body fluid"
"26877-1","Hydroxytriazolam, Hair"
"26912-6","Hydroxytriazolam, Meconium"
"59694-0","Hydroxytriazolam, Meconium"
"48954-2","Hydroxytriazolam, Specimen"
"12383-6","Hydroxytriazolam, Stool"
"26976-1","Hydroxytriazolam, Stool"
"59695-7","Hydroxytriazolam, Tissue"
"59696-5","Hydroxytriazolam, Tissue"
"97258-8","Hydroxytriazolam, Umbilical cord tissue"
