"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Radiology","LG37762-8","24891-4","26150-3","XR Radius and Ulna - right Views"
"Radiology","LG37763-6","24905-2","24905-2","MR Shoulder"
"Radiology","LG37763-6","24905-2","26266-7","MR Shoulder - bilateral"
"Radiology","LG37763-6","24905-2","26268-3","MR Shoulder - left"
"Radiology","LG37763-6","24905-2","26270-9","MR Shoulder - right"
"Radiology","LG37764-4","24906-0","24906-0","MR Shoulder WO and W contrast IV"
"Radiology","LG37764-4","24906-0","26202-2","MR Shoulder - bilateral WO and W contrast IV"
"Radiology","LG37764-4","24906-0","26203-0","MR Shoulder - left WO and W contrast IV"
"Radiology","LG37764-4","24906-0","26204-8","MR Shoulder - right WO and W contrast IV"
"Radiology","LG37765-1","24907-8","24907-8","US Shoulder"
"Radiology","LG37765-1","24907-8","26265-9","US Shoulder - bilateral"
"Radiology","LG37765-1","24907-8","26267-5","US Shoulder - left"
"Radiology","LG37765-1","24907-8","26269-1","US Shoulder - right"
"Radiology","LG37766-9","24908-6","24908-6","XR Shoulder 3 Views"
"Radiology","LG37766-9","24908-6","26382-2","XR Shoulder - bilateral 3 Views"
"Radiology","LG37766-9","24908-6","26383-0","XR Shoulder - left 3 Views"
"Radiology","LG37766-9","24908-6","26384-8","XR Shoulder - right 3 Views"
"Radiology","LG37767-7","24909-4","24909-4","XR Shoulder Views"
"Radiology","LG37767-7","24909-4","26157-8","XR Shoulder - bilateral Views"
"Radiology","LG37767-7","24909-4","26158-6","XR Shoulder - left Views"
"Radiology","LG37767-7","24909-4","26159-4","XR Shoulder - right Views"
"Radiology","LG37768-5","24910-2","24910-2","RF Shoulder Arthrogram"
"Radiology","LG37768-5","24910-2","26076-0","RF Shoulder - bilateral Arthrogram"
"Radiology","LG37768-5","24910-2","26077-8","RF Shoulder - left Arthrogram"
"Radiology","LG37768-5","24910-2","26078-6","RF Shoulder - right Arthrogram"
"Radiology","LG37770-1","25006-8","25006-8","XR Thumb Views"
"Radiology","LG37770-1","25006-8","26160-2","XR Thumb - bilateral Views"
"Radiology","LG37770-1","25006-8","26161-0","XR Thumb - left Views"
"Radiology","LG37770-1","25006-8","26162-8","XR Thumb - right Views"
"Radiology","LG37771-9","25011-8","25011-8","XR Tibia and Fibula Views"
"Radiology","LG37771-9","25011-8","26163-6","XR Tibia and Fibula - bilateral Views"
"Radiology","LG37771-9","25011-8","26164-4","XR Tibia and Fibula - left Views"
"Radiology","LG37771-9","25011-8","26165-1","XR Tibia and Fibula - right Views"
"Radiology","LG37772-7","","25012-6","Deprecated RFA Guidance for angioplasty of Tibial artery-- W contrast IA"
"Radiology","LG37772-7","","26373-1","Deprecated RFA Guidance for angioplasty of Tibial artery - bilateral-- W contrast IA"
"Radiology","LG37772-7","","26374-9","Deprecated RFA Guidance for angioplasty of Tibial artery - left-- W contrast IA"
"Radiology","LG37772-7","","26375-6","Deprecated RFA Guidance for angioplasty of Tibial artery - right-- W contrast IA"
"Radiology","LG37773-5","25013-4","25013-4","XR Toes Views"
"Radiology","LG37773-5","25013-4","26166-9","XR Toes - bilateral Views"
"Radiology","LG37773-5","25013-4","26167-7","XR Toes - left Views"
"Radiology","LG37773-5","25013-4","26168-5","XR Toes - right Views"
"Radiology","LG37774-3","25033-2","25033-2","MR Wrist"
"Radiology","LG37774-3","25033-2","26277-4","MR Wrist - bilateral"
"Radiology","LG37774-3","25033-2","26279-0","MR Wrist - left"
"Radiology","LG37774-3","25033-2","26281-6","MR Wrist - right"
"Radiology","LG37775-0","25034-0","25034-0","RF Wrist Arthrogram"
"Radiology","LG37775-0","25034-0","37570-9","RF Wrist - bilateral Arthrogram"
"Radiology","LG37775-0","25034-0","37571-7","RF Wrist - left Arthrogram"
"Radiology","LG37775-0","25034-0","37641-8","RF Wrist - right Arthrogram"
"Radiology","LG37776-8","25035-7","25035-7","MR Wrist WO and W contrast IV"
"Radiology","LG37776-8","25035-7","26205-5","MR Wrist - bilateral WO and W contrast IV"
"Radiology","LG37776-8","25035-7","26206-3","MR Wrist - left WO and W contrast IV"
"Radiology","LG37776-8","25035-7","26207-1","MR Wrist - right WO and W contrast IV"
"Radiology","LG37777-6","25036-5","25036-5","US Wrist"
"Radiology","LG37777-6","25036-5","26278-2","US Wrist - bilateral"
"Radiology","LG37777-6","25036-5","26280-8","US Wrist - left"
"Radiology","LG37777-6","25036-5","26282-4","US Wrist - right"
"Radiology","LG37778-4","","24702-3","MR Thigh"
"Radiology","LG37778-4","","26235-2","MR Thigh - bilateral"
"Radiology","LG37778-4","","26236-0","MR Thigh - left"
"Radiology","LG37778-4","","26237-8","MR Thigh - right"
"Radiology","LG37779-2","24705-6","24705-6","MR Finger"
"Radiology","LG37779-2","24705-6","26238-6","MR Finger - bilateral"
"Radiology","LG37779-2","24705-6","26239-4","MR Finger - left"
"Radiology","LG37779-2","24705-6","26240-2","MR Finger - right"
"Radiology","LG37780-0","","24707-2","MR Foot"
"Radiology","LG37780-0","","26241-0","MR Foot - bilateral"
"Radiology","LG37780-0","","26242-8","MR Foot - left"
"Radiology","LG37780-0","","26243-6","MR Foot - right"
"Radiology","LG37781-8","24710-6","24710-6","MR Forearm"
"Radiology","LG37781-8","24710-6","26244-4","MR Forearm - bilateral"
"Radiology","LG37781-8","24710-6","26245-1","MR Forearm - left"
"Radiology","LG37781-8","24710-6","26246-9","MR Forearm - right"
"Radiology","LG37782-6","24720-5","24720-5","MR Hand"
"Radiology","LG37782-6","24720-5","26247-7","MR Hand - bilateral"
"Radiology","LG37782-6","24720-5","26248-5","MR Hand - left"
"Radiology","LG37782-6","24720-5","26249-3","MR Hand - right"
"Radiology","LG37783-4","24760-1","24760-1","US Hip"
"Radiology","LG37783-4","24760-1","26250-1","US Hip - bilateral"
"Radiology","LG37783-4","24760-1","26251-9","US Hip - left"
"Radiology","LG37783-4","24760-1","26252-7","US Hip - right"
"Radiology","LG37784-2","24802-1","24802-1","MR Knee"
"Radiology","LG37784-2","24802-1","26256-8","MR Knee - bilateral"
"Radiology","LG37784-2","24802-1","26257-6","MR Knee - left"
"Radiology","LG37784-2","24802-1","26258-4","MR Knee - right"
"Radiology","LG37785-9","24801-3","24801-3","XR Knee Merchants"
"Radiology","LG37785-9","24801-3","26283-2","XR Knee - bilateral Merchants"
"Radiology","LG37785-9","24801-3","26284-0","XR Knee - left Merchants"
"Radiology","LG37785-9","24801-3","26285-7","XR Knee - right Merchants"
"Radiology","LG37786-7","24724-7","24724-7","XR Wrist and Hand Bone age Views"
"Radiology","LG37786-7","24724-7","26352-5","XR Wrist - bilateral and Hand - bilateral Bone age Views"
"Radiology","LG37786-7","24724-7","26353-3","XR Wrist - left and Hand - left Bone age Views"
"Radiology","LG37786-7","24724-7","26354-1","XR Wrist - right and Hand - right Bone age Views"
"Radiology","LG37787-5","24723-9","24723-9","XR Hand Arthritis"
"Radiology","LG37787-5","24723-9","26355-8","XR Hand - bilateral Arthritis"
"Radiology","LG37787-5","24723-9","26356-6","XR Hand - left Arthritis"
"Radiology","LG37787-5","24723-9","26357-4","XR Hand - right Arthritis"
"Radiology","LG37788-3","24807-0","24807-0","XR Knee AP W standing"
"Radiology","LG37788-3","24807-0","26358-2","XR Knee - bilateral AP W standing"
"Radiology","LG37788-3","24807-0","26359-0","XR Knee - left AP W standing"
"Radiology","LG37788-3","24807-0","26360-8","XR Knee - right AP W standing"
"Radiology","LG37789-1","","24535-7","XR Acetabulum Views"
"Radiology","LG37789-1","","26133-9","XR Acetabulum - bilateral Views"
"Radiology","LG37789-1","","26134-7","XR Acetabulum - left Views"
"Radiology","LG37789-1","","26135-4","XR Acetabulum - right Views"
"Radiology","LG37790-9","24536-5","24536-5","XR Acromioclavicular Joint Views"
"Radiology","LG37790-9","24536-5","26136-2","XR Acromioclavicular joint - bilateral Views"
"Radiology","LG37790-9","24536-5","26137-0","XR Acromioclavicular joint - left Views"
"Radiology","LG37790-9","24536-5","26138-8","XR Acromioclavicular joint - right Views"
"Radiology","LG37791-7","","24538-1","MR Ankle"
"Radiology","LG37791-7","","26208-9","MR Ankle - bilateral"
"Radiology","LG37791-7","","26209-7","MR Ankle - left"
"Radiology","LG37791-7","","26210-5","MR Ankle - right"
"Radiology","LG37792-5","","24539-9","MR Ankle WO and W contrast IV"
"Radiology","LG37792-5","","26187-5","MR Ankle - bilateral WO and W contrast IV"
"Radiology","LG37792-5","","26188-3","MR Ankle - left WO and W contrast IV"
"Radiology","LG37792-5","","26189-1","MR Ankle - right WO and W contrast IV"
"Radiology","LG37793-3","","24540-7","XR Ankle 2 Views"
"Radiology","LG37793-3","","26385-5","XR Ankle - bilateral 2 Views"
"Radiology","LG37793-3","","26386-3","XR Ankle - left 2 Views"
"Radiology","LG37793-3","","26387-1","XR Ankle - right 2 Views"
"Radiology","LG37794-1","","24541-5","XR Ankle Views"
"Radiology","LG37794-1","","26097-6","XR Ankle - bilateral Views"
"Radiology","LG37794-1","","26098-4","XR Ankle - left Views"
"Radiology","LG37794-1","","26099-2","XR Ankle - right Views"
"Radiology","LG37796-6","","24550-6","RFA Upper extremity veins Views W contrast IV"
"Radiology","LG37796-6","","37415-7","RFA Upper extremity veins - bilateral Views W contrast IV"
"Radiology","LG37796-6","","37824-0","RFA Upper extremity veins - right Views W contrast IV"
"Radiology","LG37796-6","","38859-5","RFA Upper extremity veins - left Views W contrast IV"
"Radiology","LG37797-4","24764-3","24764-3","RF Hip Arthrogram"
"Radiology","LG37797-4","24764-3","26070-3","RF Hip - bilateral Arthrogram"
"Radiology","LG37797-4","24764-3","26071-1","RF Hip - left Arthrogram"
"Radiology","LG37797-4","24764-3","26072-9","RF Hip - right Arthrogram"
"Radiology","LG37798-2","24800-5","24800-5","RF Knee Arthrogram"
"Radiology","LG37798-2","24800-5","26073-7","RF Knee - bilateral Arthrogram"
"Radiology","LG37798-2","24800-5","26074-5","RF Knee - left Arthrogram"
"Radiology","LG37798-2","24800-5","26075-2","RF Knee - right Arthrogram"
"Radiology","LG37799-0","24809-6","24809-6","XR Knee Views W standing"
"Radiology","LG37799-0","24809-6","26085-1","XR Knee - bilateral Views W standing"
"Radiology","LG37799-0","24809-6","26086-9","XR Knee - left Views W standing"
"Radiology","LG37799-0","24809-6","26087-7","XR Knee - right Views W standing"
"Radiology","LG37800-6","24804-7","24804-7","NM Knee Views"
"Radiology","LG37800-6","24804-7","26088-5","NM Knee - bilateral Views"
"Radiology","LG37800-6","24804-7","26089-3","NM Knee - left Views"
"Radiology","LG37800-6","24804-7","26090-1","NM Knee - right Views"
"Radiology","LG37801-4","","24708-0","XR Foot Views W standing"
"Radiology","LG37801-4","","26094-3","XR Foot - bilateral Views W standing"
"Radiology","LG37801-4","","26095-0","XR Foot - left Views W standing"
"Radiology","LG37801-4","","26096-8","XR Foot - right Views W standing"
"Radiology","LG37802-2","","24612-4","XR Calcaneus Views"
"Radiology","LG37802-2","","26100-8","XR Calcaneus - bilateral Views"
"Radiology","LG37802-2","","26101-6","XR Calcaneus - left Views"
"Radiology","LG37802-2","","26102-4","XR Calcaneus - right Views"
"Radiology","LG37803-0","24676-9","24676-9","XR Elbow Views"
"Radiology","LG37803-0","24676-9","26109-9","XR Elbow - bilateral Views"
"Radiology","LG37803-0","24676-9","26110-7","XR Elbow - left Views"
"Radiology","LG37803-0","24676-9","26111-5","XR Elbow - right Views"
"Radiology","LG37804-8","","24704-9","XR Femur Views"
"Radiology","LG37804-8","","26118-0","XR Femur - bilateral Views"
"Radiology","LG37804-8","","26120-6","XR Femur - left Views"
"Radiology","LG37804-8","","26122-2","XR Femur - right Views"
"Radiology","LG37805-5","24706-4","24706-4","XR Finger Views"
"Radiology","LG37805-5","24706-4","26124-8","XR Finger - bilateral Views"
"Radiology","LG37805-5","24706-4","26125-5","XR Finger - left Views"
"Radiology","LG37805-5","24706-4","26126-3","XR Finger - right Views"
"Radiology","LG37806-3","","24709-8","XR Foot Views"
"Radiology","LG37806-3","","26127-1","XR Foot - bilateral Views"
"Radiology","LG37806-3","","26128-9","XR Foot - left Views"
"Radiology","LG37806-3","","26129-7","XR Foot - right Views"
"Radiology","LG37807-1","24762-7","24762-7","XR Hip Views"
"Radiology","LG37807-1","24762-7","26130-5","XR Hip - bilateral Views"
"Radiology","LG37807-1","24762-7","26131-3","XR Hip - left Views"
"Radiology","LG37807-1","24762-7","26132-1","XR Hip - right Views"
"Radiology","LG37808-9","24619-9","24619-9","XR Wrist Views"
"Radiology","LG37808-9","24619-9","26169-3","XR Wrist - bilateral Views"
"Radiology","LG37808-9","24619-9","26170-1","XR Wrist - left Views"
"Radiology","LG37808-9","24619-9","26171-9","XR Wrist - right Views"
"Radiology","LG37809-7","","24699-1","RFA Femoral artery Runoff W contrast IA"
"Radiology","LG37809-7","","26178-4","RFA Femoral artery - bilateral Runoff W contrast IA"
"Radiology","LG37809-7","","26179-2","RFA Femoral artery - left Runoff W contrast IA"
"Radiology","LG37809-7","","26180-0","RFA Femoral artery - right Runoff W contrast IA"
"Radiology","LG37810-5","24808-8","24808-8","XR Knee AP and PA W standing"
"Radiology","LG37810-5","24808-8","26361-6","XR Knee - bilateral AP and PA W standing"
"Radiology","LG37810-5","24808-8","26362-4","XR Knee - left AP and PA W standing"
"Radiology","LG37810-5","24808-8","26363-2","XR Knee - right AP and PA W standing"
"Radiology","LG37811-3","24805-4","24805-4","XR Knee AP and Lateral W standing"
"Radiology","LG37811-3","24805-4","26364-0","XR Knee - bilateral AP and Lateral W standing"
"Radiology","LG37811-3","24805-4","26365-7","XR Knee - left AP and Lateral W standing"
"Radiology","LG37811-3","24805-4","26366-5","XR Knee - right AP and Lateral W standing"
"Radiology","LG37812-1","24722-1","24722-1","XR Hand 3 Views"
"Radiology","LG37812-1","24722-1","26379-8","XR Hand - bilateral 3 Views"
"Radiology","LG37812-1","24722-1","26380-6","XR Hand - left 3 Views"
"Radiology","LG37812-1","24722-1","26381-4","XR Hand - right 3 Views"
"Radiology","LG37813-9","24721-3","24721-3","XR Hand 2 Views"
"Radiology","LG37813-9","24721-3","26388-9","XR Hand - bilateral 2 Views"
